,,,,,,,,,,
Type(number),Type (file name),Date,Authors (full name),Authors (initials),Title,Reference (text),Link (text),Link (http),2nd Link (text),2nd Link (http)
5,old-systems,2020-03-06,"S. Belladitta, A. Moretti, A. Caccianiga, C. Spingola, P. Severgnini, R. Della Ceca, G. Ghisellini, D. Dallacasa, T. Sbarrato, C. Cicone, L.P. Cassarà, M. Pedani","S. Belladitta, A. Moretti, A. Caccianiga, C. Spingola, P. Severgnini, R. Della Ceca, G. Ghisellini, D. Dallacasa, T. Sbarrato, C. Cicone, L.P. Cassarà, M. Pedani",The first blazar observed at z > 6,"A&A 635, L7, March 2020",doi: 10.1051/0004-6361/201937395,https://doi.org/10.1051/0004-6361/201937395,arXiv:2002.05178,https://arxiv.org/abs/2002.05178
4,galaxy and structure formation,2019-10-15,"Joon Hyeop Lee, Mina Pak, Hyunmi Song, Hye-Ran Lee, Suk Kim, Hyunjin Jeong","J. Hyeop Lee, M. Pak, H. Song, H.-R. Lee, S. Kim, H. Jeong",Mysterious Coherence in Several-megaparsec Scales between Galaxy Rotation and Neighbor Motion,"ApJ 884, 104, 2019",doi: 10.3847/1538-4357/ab3fa3,https://doi.org/10.3847/1538-4357/ab3fa3,arXiv:1908.10972,https://arxiv.org/abs/1908.10972
6,cosmology,2020-03-10,"Eleonora Di Valentino, Alessandro Melchiorri, Joseph Silk","E. Di Valentino, A. Melchiorri, J. Silk",Cosmic Discordance: Planck and luminosity distance data exclude LCDM,arXiv:2003.04935,arXiv:2003.04935,https://arxiv.org/abs/2003.04935,,
6,cosmology,2011-08-02,George F. R. Ellis,G.F.R. Ellis,Inhomogeneity effects in cosmology,"Classical and Quantum Gravity 28, 16, 164001, 2011",doi: 10.1088/0264-9381/28/16/164001,https://doi.org/10.1088/0264-9381/28/16/164001,arXiv:1103.2335,https://arxiv.org/abs/1103.2335
4,galaxy and structure formation,2020-03-27,"Christopher Dessert, Nicholas L. Rodd, Benjamin R. Safdi","C. Dessert, N.L. Rodd, B.R. Safdi",The dark matter interpretation of the 3.5-keV line is inconsistent with blank-sky observations,"Science 367, 6485, p. 1465, 2020",doi: 10.1126/science.aaw3772,https://doi.org/10.1126/science.aaw3772,,
4,galaxy and structure formation,2020-02-12,"Christopher S. Reynolds, M.C. David Marsh, Helen R. Russell, Andrew C. Fabian, Robyn N. Smith, Francesco Tombesi, Sylvain Veilleux","C.S. Reynolds, M.C.D. Marsh, H.R. Russell, A.C. Fabian, R.N. Smith, F. Tombesi, S. Veilleux",Astrophysical Limits on Very Light Axion-like Particles from Chandra Grating Spectroscopy of NGC 1275,"The Astrophysical Journal 890, Number 1, 59, 2020",doi: 10.3847/1538-4357/ab6a0c,https://doi.org/10.3847/1538-4357/ab6a0c,arXiv:1907.05475,https://arxiv.org/abs/1907.05475
4,galaxy and structure formation,2020-03-11,"T. Braine, R. Cervantes, N. Crisosto, N. Du, S. Kimes, L.J. Rosenberg, G. Rybka, J. Yang, D. Bowring, A.S. Chou, R. Khatiwada, A. Sonnenschein, W. Wester, G. Carosi, N. Woollett, L.D. Duffy, R. Bradley, C. Boutan, M. Jones, B.H. LaRoque, N.S. Oblath, M.S. Taubman, J. Clarke, A. Dove, A. Eddins, S.R. O'Kelley, S. Nawaz, I. Siddiqi, N. Stevenson, A. Agrawal, A.V. Dixit, J.R. Gleason, S. Jois, P. Sikivie, N.S. Sullivan, D.B. Tanner, E. Lentz, E.J. Daw, J.H. Buckley, P.M. Harrington, E.A. Henriksen, K.W. Murch, ADMX Collaboration","T. Braine, R. Cervantes, N. Crisosto, N. Du, S. Kimes, L.J. Rosenberg, G. Rybka, J. Yang, D. Bowring, A.S. Chou, R. Khatiwada, A. Sonnenschein, W. Wester, G. Carosi, N. Woollett, L.D. Duffy, R. Bradley, C. Boutan, M. Jones, B.H. LaRoque, N.S. Oblath, M.S. Taubman, J. Clarke, A. Dove, A. Eddins, S.R. O'Kelley, S. Nawaz, I. Siddiqi, N. Stevenson, A. Agrawal, A.V. Dixit, J.R. Gleason, S. Jois, P. Sikivie, N.S. Sullivan, D.B. Tanner, E. Lentz, E.J. Daw, J.H. Buckley, P.M. Harrington, E.A. Henriksen, K.W. Murch, ADMX Collaboration",Extended Search for the Invisible Axion with the Axion Dark Matter Experiment,"Phys. Rev. Lett. 124, 101303, 2020",doi: 10.1103/PhysRevLett.124.101303,https://dx.doi.org/10.1103/PhysRevLett.124.101303&v=c91bb269,arXiv:1910.08638,https://arxiv.org/abs/1910.08638
6,cosmology,2020-04-08,"K. Migkas, G. Schellenberger, T.H. Reiprich, F. Pacaud, M.E. Ramos-Ceja, L. Lovisari","K. Migkas, G. Schellenberger, T.H. Reiprich, F. Pacaud, M.E. Ramos-Ceja, L. Lovisari",Probing cosmic isotropy with a new X-ray galaxy cluster sample through the LX–T scaling relation,"A&A 636, A15, April 2020",doi: 10.1051/0004-6361/201936602,https://doi.org/10.1051/0004-6361/201936602,,
5,old-systems,2015-02-17,"R. Barnett, S.J. Warren, M. Banerji, R.G. McMahon, P.C. Hewett, D.J. Mortlock, C. Simpson, B.P. Venemans, K. Ota, T. Shibuya","R. Barnett, S.J. Warren, M. Banerji, R.G. McMahon, P.C. Hewett, D.J. Mortlock, C. Simpson, B.P. Venemans, K. Ota, T. Shibuya",The spectral energy distribution of the redshift 7.1 quasar ULAS J1120+0641,"A&A 575, A31, March 2015",doi: 10.1051/0004-6361/201425153,https://doi.org/10.1051/0004-6361/201425153,arXiv:1411.5551,https://arxiv.org/abs/1411.5551
4,galaxy and structure formation,2014-07-02,"Chris Simpson, Daniel Mortlock, Stephen Warren, Sebastiano Cantalupo, Paul Hewett, Ross McLure, Richard McMahon, Bram Venemans","C. Simpson, D. Mortlock, S. Warren, S. Cantalupo, P. Hewett, R. McLure, R. McMahon, B. Venemans",No excess of bright galaxies around the redshift 7.1 quasar ULAS J1120+0641,"MNRAS 442, 4, p. 3454, 21 August 2014",doi: 10.1093/mnras/stu1116,https://doi.org/10.1093/mnras/stu1116,academic.oup.com/mnras/article/442/4/3454/1359258,https://academic.oup.com/mnras/article/442/4/3454/1359258
4,galaxy and structure formation,2020-04-08,"M. Ramatsoku, M. Murgia, V. Vacca, P. Serra, S. Makhathini, F. Govoni, O. Smirnov, L.A.L. Andati, E. de Blok, G.I.G. Józsa, P. Kamphuis, D. Kleiner, F.M. Maccagni, D. Cs. Molnár, A.J.T. Ramaila, K. Thorat, S.V. White","M. Ramatsoku, M. Murgia, V. Vacca, P. Serra, S. Makhathini, F. Govoni, O. Smirnov, L.A.L. Andati, E. de Blok, G.I.G. Józsa, P. Kamphuis, D. Kleiner, F.M. Maccagni, D. Cs. Molnár, A.J.T. Ramaila, K. Thorat, S.V. White",Collimated synchrotron threads linking the radio lobes of ESO 137-006,"A&A 636, L1, April 2020",doi: 10.1051/0004-6361/202037800,https://doi.org/10.1051/0004-6361/202037800,arXiv:2004.03203,https://arxiv.org/abs/2004.03203
4,galaxy and structure formation,2020-04-15,"Andrej Obuljen, Will J. Percival, Neal Dalal","A. Obuljen, W.J. Percival, N. Dalal",Detection of anisotropic galaxy assembly bias in BOSS DR12,arXiv:2004.07240,arXiv:2004.07240,https://arxiv.org/abs/2004.07240,,
5,old-systems,2019-10-21,"O. Le Fèvre, M. Béthermin, A. Faisst, P. Capak, P. Cassata, J.D. Silverman, D. Schaerer, L. Yan, G.C. Jones, R. Amorin, S. Bardelli, M. Boquien, A. Cimatti, M. Dessauges-Zavadsky, M. Giavalisco, N.P. Hathi, Y. Fudamoto, S. Fujimoto, M. Ginolfi, C. Gruppioni, S. Hemmati, E. Ibar, A. Koekemoer, Y. Khusanova, G. Lagache, B.C. Lemaux, F. Loiacono, R. Maiolino, C. Mancini, D. Narayanan, L. Morselli, Hugo Méndez-Hernàndez, P.A. Oesch, F. Pozzi, M. Romano, D. Riechers, N. Scoville, M. Talia, L.A.M. Tasca, R. Thomas, S. Toft, L. Vallini, D. Vergani, F. Walter, G. Zamorani, E. Zucca","O. Le Fèvre, M. Béthermin, A. Faisst, P. Capak, P. Cassata, J.D. Silverman, D. Schaerer, L. Yan, G.C. Jones, R. Amorin, S. Bardelli, M. Boquien, A. Cimatti, M. Dessauges-Zavadsky, M. Giavalisco, N.P. Hathi, Y. Fudamoto, S. Fujimoto, M. Ginolfi, C. Gruppioni, S. Hemmati, E. Ibar, A. Koekemoer, Y. Khusanova, G. Lagache, B.C. Lemaux, F. Loiacono, R. Maiolino, C. Mancini, D. Narayanan, L. Morselli, H. Méndez-Hernàndez, P.A. Oesch, F. Pozzi, M. Romano, D. Riechers, N. Scoville, M. Talia, L.A.M. Tasca, R. Thomas, S. Toft, L. Vallini, D. Vergani, F. Walter, G. Zamorani, E. Zucca","The ALPINE-ALMA [CII] survey - Survey strategy, observations and sample properties of 118 star-forming galaxies at 4<z<6",submitted to A\&A,arXiv:1910.09517,https://arxiv.org/abs/1910.09517,,
5,old-systems,2020-05-21,"Marcel Neeleman, J. Xavier Prochaska, Nissim Kanekar, Marc Rafelski","M. Neeleman, J. Xavier Prochaska, N. Kanekar, M. Rafelski","A cold, massive, rotating disk galaxy 1.5 billion years after the Big Bang","Nature 581, p. 269, May 2020",doi: 10.1038/s41586-020-2276-y,https://doi.org/10.1038/s41586-020-2276-y,arXiv:2005.09661,https://arxiv.org/abs/2005.09661
5,old-systems,2020-05-25,"Tiantian Yuan, Ahmed Elagali, Ivo Labbe, Glenn G. Kacprzak, Claudia del P. Lagos, Leo Y. Alcorn, Jonathan H. Cohn, Kim-Vy H. Tran, Karl Glazebrook, Brent A. Groves, Kenneth C. Freeman, Lee R. Spitler, Caroline M. S. Straatman, Deanne B. Fisher, Sarah M. Sweet","T. Yuan, A. Elagali, I. Labbe, G.G. Kacprzak, C. del P. Lagos, L.Y. Alcorn, J.H. Cohn, K.-V.H. Tran, K. Glazebrook, B.A. Groves, K.C. Freeman, L.R. Spitler, C.M.S. Straatman, D.B. Fisher, S.M. Sweet",A giant galaxy in the young Universe with a massive ring,Nature Astronomy 25 May 2020,doi: 10.1038/s41550-020-1102-7,https://doi.org/10.1038/s41550-020-1102-7,arXiv:2005.11880,https://arxiv.org/abs/2005.11880
6,cosmology,2020-04-24,"Michael R. Wilczynska, John K. Webb, Matthew Bainbridge, John D. Barrow, Sarah E. I. Bosman, Robert F. Carswell, Mariusz P. Dąbrowski, Vincent Dumont, Chung-Chi Lee, Ana Catarina Leite, Katarzyna Leszczyńska, Jochen Liske, Konrad Marosek, Carlos J.A.P. Martins, Dinko Milaković, Paolo Molaro, Luca Pasquini","M.R. Wilczynska, J.K. Webb, M. Bainbridge, J.D. Barrow, S.E.I. Bosman, R.F. Carswell, M.P. Dąbrowski, V. Dumont, C.-C. Lee, A.C. Leite, K. Leszczyńska, J. Liske, K. Marosek, C.J.A.P. Martins, D. Milaković, P. Molaro, L. Pasquini",Four direct measurements of the fine-structure constant 13 billion years ago,"Science Advances 6, no. 17, eaay9672, 24 Apr 2020",doi: 10.1126/sciadv.aay9672,https://advances.sciencemag.org/content/6/17/eaay9672,,
5,old-systems,2020-04-03,"Rohan P. Naidu, Sandro Tacchella, Charlotte A. Mason, Sownak Bose, Pascal A. Oesch, Charlie Conroy","R.P. Naidu, S. Tacchella, C.A. Mason, S. Bose, P.A. Oesch, C. Conroy","Rapid Reionization by the Oligarchs: The Case for Massive, UV-bright, Star-forming Galaxies with High Escape Fractions","The Astrophysical Journal 892, Number 2, April 2020",doi: 10.3847/1538-4357/ab7cc9,http://dx.doi.org/10.3847/1538-4357/ab7cc9,arXiv:1907.13130,https://arxiv.org/abs/1907.13130
6,cosmology,2020-07-17,"Shadab Alam, Marie Aubert, Santiago Avila, Christophe Balland, Julian E. Bautista, Matthew A. Bershady, Dmitry Bizyaev, Michael R. Blanton, Adam S. Bolton, Jo Bovy, Jonathan Brinkmann, Joel R. Brownstein, Etienne Burtin, Solene Chabanier, Michael J. Chapman, Peter Doohyun Choi, Chia-Hsun Chuang, Johan Comparat, Andrei Cuceu, Kyle S. Dawson, Axel de la Macorra, Sylvain de la Torre, Arnaud de Mattia, Victoria de Sainte Agathe, Hélion du Mas des Bourboux, Stephanie Escoffier, Thomas Etourneau, James Farr, Andreu Font-Ribera, Peter M. Frinchaboy, Sebastien Fromenteau, Héctor Gil-Marín, Alma X. Gonzalez-Morales, Violeta Gonzalez-Perez, Kathleen Grabowski, Julien Guy, Adam J. Hawken, Jiamin Hou, Hui Kong, Mark Klaene, Jean-Paul Kneib, Jean-Marc Le Goff, Sicheng Lin, Daniel Long, Brad W. Lyke, Marie-Claude Cousinou, Paul Martini, Karen Masters, Faizan G. Mohammad, Jeongin Moon, Eva-Maria Mueller, Andrea Munõz-Gutieŕrez, Adam D. Myers, Seshadri Nadathur, Richard Neveux, Jeffrey A. Newman, Pasquier Noterdaeme, Audrey Oravetz, Daniel Oravetz, Nathalie Palanque-Delabrouille, Kaike Pan, James Parker III, Romain Paviot, Will J. Percival, Ignasi Peŕez-Rafols, Patrick Petitjean, Matthew M. Pieri, Abhishek Prakash, Anand Raichoor, Corentin Ravoux, Mehdi Rezaie, James Rich, Ashley J. Ross, Graziano Rossi, Rossana Ruggeri, Vanina Ruhlmann-Kleider, Ariel G. Sańchez, F. Javier Sańchez, José R. Sańchez-Gallego, Conor Sayres, Donald P. Schneider, Hee-Jong Seo, Arman Shafieloo, Anže Slosar, Alex Smith, Julianna Stermer, Amelie Tamone, Jeremy L. Tinker, Rita Tojeiro, Mariana Vargas-Magaña, Andrei Variu, Yuting Wang, Benjamin A. Weaver, Anne-Marie Weijmans, Christophe Yeche, Pauline Zarrouk, Cheng Zhao, Gong-Bo Zhao, Zheng Zheng","S. Alam, M. Aubert, S. Avila, C. Balland, J.E. Bautista, M.A. Bershady, D. Bizyaev, M.R. Blanton, A.S. Bolton, J. Bovy, J. Brinkmann, J.R. Brownstein, E. Burtin, S. Chabanier, M.J. Chapman, P. Doohyun Choi, C.-H. Chuang, J. Comparat, A. Cuceu, K.S. Dawson, A. de la Macorra, S. de la Torre, A. de Mattia, V. de Sainte Agathe, H. du Mas des Bourboux, S. Escoffier, T. Etourneau, J. Farr, A. Font-Ribera, P.M. Frinchaboy, S. Fromenteau, H. Gil-Marín, A.X. Gonzalez-Morales, V. Gonzalez-Perez, K. Grabowski, J. Guy, A.J. Hawken, J. Hou, H. Kong, M. Klaene, J.-P. Kneib, J.-M. Le Goff, S. Lin, D. Long, B.W. Lyke, M.-C. Cousinou, P. Martini, K. Masters, F.G. Mohammad, J. Moon, E.-M. Mueller, A. Munõz-Gutieŕrez, A.D. Myers, S. Nadathur, R. Neveux, J.A. Newman, P. Noterdaeme, A. Oravetz, D. Oravetz, N. Palanque-Delabrouille, K. Pan, J. Parker III, R. Paviot, W.J. Percival, I. Peŕez-Rafols, P. Petitjean, M.M. Pieri, A. Prakash, A. Raichoor, C. Ravoux, M. Rezaie, J. Rich, A.J. Ross, G. Rossi, R. Ruggeri, V. Ruhlmann-Kleider, A.G. Sańchez, F.J. Sańchez, J.R. Sańchez-Gallego, C. Sayres, D.P. Schneider, H.-J. Seo, A. Shafieloo, A. Slosar, A. Smith, J. Stermer, A. Tamone, J.L. Tinker, R. Tojeiro, M. Vargas-Magaña, A. Variu, Y. Wang, B.A. Weaver, A.-M. Weijmans, C. Yeche, P. Zarrouk, C. Zhao, G.-B. Zhao, Z. Zheng",The Completed SDSS-IV extended Baryon Oscillation Spectroscopic Survey: Cosmological Implications from two Decades of Spectroscopic Surveys at the Apache Point observatory,arXiv:2007.08991,arXiv:2007.08991,https://arxiv.org/abs/2007.08991,,
1,redshift,2020-07-01,"James Schombert, Stacy McGaugh, Federico Lelli","J. Schombert, S. McGaugh, F. Lelli",Using The Baryonic Tully-Fisher Relation to Measure Ho,"The Astronomical Journal 160, 2, p. 71, 2020",doi: 10.3847/1538-3881/ab9d88,https://doi.org/10.3847/1538-3881/ab9d88,arXiv:2006.08615,https://arxiv.org/abs/2006.08615
1,redshift,2020-07-14,"Simone Aiola, Erminia Calabrese, Loïc Maurin, Sigurd Naess, Benjamin L. Schmitt, Maximilian H. Abitbol, Graeme E. Addison, Peter A. R. Ade, David Alonso, Mandana Amiri, Stefania Amodeo, Elio Angile, Jason E. Austermann, Taylor Baildon, Nick Battaglia, James A. Beall, Rachel Bean, Daniel T. Becker, J Richard Bond, Sarah Marie Bruno, Victoria Calafut, Luis E. Campusano, Felipe Carrero, Grace E. Chesmore, Hsiao-mei Cho., Steve K. Choi, Susan E. Clark, Nicholas F. Cothard, Devin Crichton, Kevin T. Crowley, Omar Darwish, Rahul Datta, Edward V. Denison, Mark J. Devlin, Cody J. Duell, Shannon M. Duff, Adriaan J. Duivenvoorden, Jo Dunkley, Rolando Dünner, Thomas Essinger-Hileman, Max Fankhanel, Simone Ferraro, Anna E. Fox, Brittany Fuzia, Patricio A. Gallardo, Vera Gluscevic, Joseph E. Golec, Emily Grace, Megan Gralla, Yilun Guan, Kirsten Hall, Mark Halpern, Dongwon Han, Peter Hargrave, Matthew Hasselfield, Jakob M. Helton, Shawn Henderson, Brandon Hensley, J. Colin Hill, Gene C. Hilton, Matt Hilton, Adam D. Hincks, Renée Hložek, Shuay-Pwu Patty Ho, Johannes Hubmayr, Kevin M. Huffenberger, John P. Hughes, Leopoldo Infante, Kent Irwin, Rebecca Jackson, Jeff Klein, Kenda Knowles, Brian Koopman, Arthur Kosowsky, Vincent Lakey, Dale Li, Yaqiong Li, Zack Li, Martine Lokken, Thibaut Louis, Marius Lungu, Amanda MacInnis, Mathew Madhavacheril, Felipe Maldonado, Maya Mallaby-Kay, Danica Marsden, Jeff McMahon, Felipe Menanteau, Kavilan Moodley, Tim Morton, Toshiya Namikawa, Federico Nati, Laura Newburgh, John P. Nibarger, Andrina Nicola, Michael D. Niemack, Michael R. Nolta, John Orlowski-Sherer, Lyman A. Page, Christine G. Pappas , Bruce Partridge, Phumlani Phakathi, Heather Prince, Roberto Puddu, Frank J. Qu, Jesus Rivera, Naomi Robertson, Felipe Rojas, Maria Salatino, Emmanuel Schaan, Alessandro Schillaci, Neelima Sehgal, Blake D. Sherwin, Carlos Sierra, Jon Sievers, Cristobal Sifon, Precious Sikhosana, Sara Simon, David N. Spergel, Suzanne T. Staggs, Jason Stevens, Emilie Storer, Dhaneshwar D. Sunder, Eric R. Switzer, Ben Thorne, Robert Thornton, Hy Trac, Jesse Treu, Carole Tucker, Leila R. Vale, Alexander Van Engelen, Jeff Van Lanen, Eve M. Vavagiakis, Kasey Wagoner, Yuhan Wang, Jonathan T. Ward, Edward J. Wollack, Zhilei Xu, Fernando Zago, Ningfeng Zhu","S. Aiola, E. Calabrese, L. Maurin, S. Naess, B.L. Schmitt, M.H. Abitbol, G.E. Addison, P.A.R. Ade, D. Alonso, M. Amiri, S. Amodeo, E. Angile, J.E. A., T. Baildon, N. Battaglia, J.A. Beall, R. Bean, D.T. Becker, J.R. Bond, S.M. Bruno, V. Calafut, L.E. Campusano, F.Carrero, G.E. Chesmore, H.-m. Cho., S.K. Choi, S.E. Clark, N.F. Cothard, D. Crichton, K.T. Crowley, O. Darwish, R. Datta, E.V. Denison, M.J. Devlin, C.J. Duell, S.M. Duff, A.J. Duivenvoorden, J. Dunkley, R. Dünner, T. Essinger-Hileman, M. Fankhanel, S. Ferraro, A.E. Fox, B. Fuzia, P.A. Gallardo, V. Gluscevic, J.E. Golec, E. Grace, M. Gralla, Y. Guan, K. Hall, M. Halpern, D. Han, P. Hargrave, M. Hasselfield, J.M. Helton, S. Henderson, B. Hensley, J.C. Hill, G.C. Hilton, M. Hilton, A.D. Hincks, R. Hložek, S.-P. Patty Ho, J. Hubmayr, K.M. Huffenberger, J.P. Hughes, L. Infante, K. Irwin, R. Jackson, J. Klein, K. Knowles, B. Koopman, A. Kosowsky, V. Lakey, D. Li, Y. Li, Z. Li, M. Lokken, T. Louis, M. Lungu, A. MacInnis, M. Madhavacheril, F. Maldonado, M. Mallaby-Kay, D. Marsden, J. McMahon, F. Menanteau, K. Moodley, T. Morton, T. Namikawa, F. Nati, L. Newburgh, J.P. Nibarger, A. Nicola, M.D. Niemack, M.R. Nolta, J. Orlowski-Sherer, L.A. Page, C.G. Pappas, B. Partridge, P. Phakathi, H. Prince, R. Puddu, F.J. Qu, J. Rivera, N. Robertson, F. Rojas, M. Salatino, E. Schaan, A. Schillaci, N. Sehgal, B.D. Sherwin, C. Sierra, J. Sievers, C. Sifon, P. Sikhosana, S. Simon, D.N. Spergel, S.T. Staggs, J. Stevens, E. Storer, D.D. Sunder, E.R. Switzer, B. Thorne, R. Thornton, H. Trac, J. Treu, C. Tucker, L.R. Vale, A. Van Engelen, J. Van Lanen, E.M. Vavagiakis, K. Wagoner, Y. Wang, J.T. Ward, E.J. Wollack, Z. Xu, F. Zago, N. Zhu",The Atacama Cosmology Telescope: DR4 Maps and Cosmological Parameters,arXiv:2007.07288,arXiv:2007.07288,https://arxiv.org/abs/2007.07288,,
4,galaxy and structure formation,2020-06-30,"Constantinos Skordis, Tom Złosnik","C. Skordis, T. Złosnik",A new relativistic theory for Modified Newtonian Dynamics,arXiv:2007.00082,arXiv:2007.00082,https://arxiv.org/abs/2007.00082,,
5,old-systems,2020-05-29,"Rachana Bhatawdekar, Christopher J. Conselice","R. Bhatawdekar, C.J. Conselice",UV Spectral-Slopes at z=6−9 in the Hubble Frontier Fields: Lack of Evidence for Unusual or Pop III Stellar Populations,Submitted to MNRAS,arXiv:2006.00013,https://arxiv.org/abs/2006.00013,,
